CMPLNT_FR_DT,CMPLNT_FR_TM,LAW_CAT_CD,BORO_NM,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
6/1/2017,18:50:00,MISDEMEANOR,MANHATTAN,"988,638","201,889",40.72082252,-73.98417139
6/1/2017,18:50:00,VIOLATION,MANHATTAN,"984,541","200,617",40.71733227,-73.9989517
6/1/2017,18:50:00,VIOLATION,MANHATTAN,"984,541","200,617",40.71733227,-73.9989517
6/1/2017,19:00:00,MISDEMEANOR,MANHATTAN,"994,324","217,473",40.76359207,-73.96363536
6/1/2017,19:00:00,FELONY,MANHATTAN,"999,126","235,493",40.81304537,-73.94626073
6/1/2017,19:00:00,MISDEMEANOR,MANHATTAN,"1,002,460","252,336",40.85926828,-73.93417068
6/1/2017,19:00:00,MISDEMEANOR,MANHATTAN,"986,464","208,227",40.7382196,-73.99201218
6/1/2017,19:00:00,VIOLATION,MANHATTAN,"985,654","217,459",40.76355927,-73.99493316
6/1/2017,19:09:00,FELONY,MANHATTAN,"990,776","216,412",40.76068323,-73.9764443
6/1/2017,19:11:00,FELONY,MANHATTAN,"996,726","231,664",40.80253953,-73.95493804
6/1/2017,19:18:00,FELONY,MANHATTAN,"983,725","204,160",40.72705694,-74.0018956
6/1/2017,19:18:00,MISDEMEANOR,MANHATTAN,"996,086","234,168",40.8094132,-73.95724531
6/1/2017,19:20:00,MISDEMEANOR,MANHATTAN,"1,005,779","255,288",40.86736316,-73.92216272
6/1/2017,19:20:00,MISDEMEANOR,MANHATTAN,"999,046","236,755",40.81650934,-73.94654696
6/1/2017,19:25:00,VIOLATION,MANHATTAN,"981,937","202,074",40.72133109,-74.00834584
6/1/2017,19:30:00,MISDEMEANOR,MANHATTAN,"998,007","230,362",40.798964,-73.95031372
6/1/2017,19:30:00,FELONY,MANHATTAN,"989,075","198,457",40.71140227,-73.98259734
6/1/2017,19:30:00,VIOLATION,MANHATTAN,"1,000,670","236,016",40.81447812,-73.94068163
6/1/2017,19:34:00,MISDEMEANOR,MANHATTAN,"982,682","199,755",40.71496615,-74.00565764
6/1/2017,19:35:00,MISDEMEANOR,MANHATTAN,"988,459","198,482",40.71147121,-73.98481927
6/1/2017,19:35:00,FELONY,MANHATTAN,"990,740","213,128",40.75166951,-73.97657742
6/1/2017,19:40:00,MISDEMEANOR,MANHATTAN,"990,776","216,412",40.76068323,-73.9764443
6/1/2017,19:45:00,MISDEMEANOR,MANHATTAN,"981,835","209,416",40.74148305,-74.00871646
6/1/2017,19:45:00,MISDEMEANOR,MANHATTAN,"987,466","215,861",40.7591727,-73.98839279
6/1/2017,19:45:00,MISDEMEANOR,MANHATTAN,"984,267","211,939",40.74840839,-73.9999401
6/1/2017,19:50:00,FELONY,MANHATTAN,"989,819","204,094",40.72687405,-73.97990901
6/1/2017,20:00:00,MISDEMEANOR,MANHATTAN,"1,004,631","254,082",40.86405578,-73.92631701
6/1/2017,20:00:00,FELONY,MANHATTAN,"987,252","221,042",40.77339328,-73.98916295
6/1/2017,20:00:00,MISDEMEANOR,MANHATTAN,"996,785","233,622",40.80791362,-73.95472127
6/1/2017,20:00:00,MISDEMEANOR,MANHATTAN,"997,937","226,909",40.78948656,-73.95057358
6/1/2017,20:00:00,MISDEMEANOR,MANHATTAN,"991,374","211,872",40.74822162,-73.97429048
6/1/2017,20:00:00,MISDEMEANOR,MANHATTAN,"991,374","211,872",40.74822162,-73.97429048
6/1/2017,20:07:00,VIOLATION,MANHATTAN,"1,000,068","237,698",40.81909584,-73.94285249
6/1/2017,20:22:00,MISDEMEANOR,MANHATTAN,"1,000,326","239,064",40.82284466,-73.94191709
6/1/2017,20:25:00,FELONY,MANHATTAN,"987,073","216,078",40.75976844,-73.9898113
6/1/2017,20:30:00,VIOLATION,MANHATTAN,"984,650","216,343",40.76049624,-73.99855756
6/1/2017,20:30:00,MISDEMEANOR,MANHATTAN,"1,004,202","255,284",40.86735588,-73.92786442
6/1/2017,20:30:00,FELONY,MANHATTAN,"987,336","214,697",40.75597786,-73.98886258
6/1/2017,20:30:00,MISDEMEANOR,MANHATTAN,"989,818","200,228",40.71626281,-73.97991582
6/1/2017,20:35:00,MISDEMEANOR,MANHATTAN,"985,907","214,900",40.75653543,-73.99402049
6/1/2017,20:45:00,MISDEMEANOR,MANHATTAN,"1,000,674","241,559",40.82969208,-73.94065362
6/1/2017,21:00:00,FELONY,MANHATTAN,"995,682","236,250",40.81512825,-73.95870116
6/1/2017,21:00:00,FELONY,MANHATTAN,"988,937","204,021",40.72667419,-73.98309124
6/1/2017,21:00:00,MISDEMEANOR,MANHATTAN,"983,190","208,988",40.74030857,-74.0038266
6/1/2017,21:00:00,VIOLATION,MANHATTAN,"1,004,176","253,201",40.86163874,-73.92796461
6/1/2017,21:00:00,FELONY,MANHATTAN,"988,997","204,129",40.72697059,-73.98287469
6/1/2017,21:00:00,MISDEMEANOR,MANHATTAN,"1,000,556","244,353",40.83736102,-73.94107322
6/1/2017,21:00:00,MISDEMEANOR,MANHATTAN,"986,618","207,098",40.73512073,-73.99145687
6/1/2017,21:00:00,MISDEMEANOR,MANHATTAN,"987,033","207,016",40.73489554,-73.98995943
6/1/2017,21:00:00,MISDEMEANOR,MANHATTAN,"999,423","224,393",40.78257838,-73.94521288
6/1/2017,21:00:00,MISDEMEANOR,MANHATTAN,"987,220","212,676",40.75043077,-73.98928218
6/1/2017,21:03:00,MISDEMEANOR,MANHATTAN,"986,554","216,067",40.7597384,-73.99168473
6/1/2017,21:10:00,FELONY,MANHATTAN,"999,845","235,403",40.8127971,-73.9436635
6/1/2017,21:17:00,MISDEMEANOR,MANHATTAN,"987,073","216,078",40.75976844,-73.9898113
6/1/2017,21:30:00,MISDEMEANOR,MANHATTAN,"981,442","206,389",40.73317457,-74.01013341
6/1/2017,21:34:00,FELONY,MANHATTAN,"1,000,240","231,561",40.80225117,-73.94224569
6/1/2017,21:35:00,MISDEMEANOR,MANHATTAN,"989,865","209,425",40.7415063,-73.9797386
6/1/2017,21:45:00,FELONY,MANHATTAN,"984,016","205,082",40.72958762,-74.00084573
6/1/2017,21:50:00,FELONY,MANHATTAN,"983,229","211,923",40.74836441,-74.00368631
6/1/2017,21:50:00,MISDEMEANOR,MANHATTAN,"999,504","243,152",40.8340665,-73.94487777
6/1/2017,22:00:00,VIOLATION,MANHATTAN,"983,004","204,163",40.7270651,-74.00449691
6/1/2017,22:00:00,VIOLATION,MANHATTAN,"997,941","223,272",40.77950395,-73.95056655
6/1/2017,22:00:00,VIOLATION,MANHATTAN,"997,941","223,272",40.77950395,-73.95056655
6/1/2017,22:00:00,MISDEMEANOR,MANHATTAN,"999,393","233,707",40.80814284,-73.9453002
6/1/2017,22:00:00,MISDEMEANOR,MANHATTAN,"999,393","233,707",40.80814284,-73.9453002
6/1/2017,22:00:00,FELONY,MANHATTAN,"990,185","217,632",40.76403223,-73.97857658
6/1/2017,22:00:00,FELONY,MANHATTAN,"999,859","230,386",40.79902679,-73.94362459
6/1/2017,22:00:00,MISDEMEANOR,MANHATTAN,"980,871","194,864",40.701541,-74.01218793
6/1/2017,22:00:00,MISDEMEANOR,MANHATTAN,"997,207","226,564",40.78854072,-73.9532105
6/1/2017,22:05:00,FELONY,MANHATTAN,"999,989","226,965",40.78963684,-73.94316307
6/1/2017,22:19:00,MISDEMEANOR,MANHATTAN,"985,399","216,087",40.75979352,-73.99585392
6/1/2017,22:30:00,MISDEMEANOR,MANHATTAN,"999,911","242,928",40.83345098,-73.94340751
6/1/2017,22:30:00,FELONY,MANHATTAN,"984,996","215,112",40.75711744,-73.99730873
6/1/2017,22:45:00,VIOLATION,MANHATTAN,"1,001,861","246,956",40.84450299,-73.93635025
6/1/2017,22:50:00,FELONY,MANHATTAN,"1,000,432","233,441",40.8074109,-73.94154765
6/1/2017,22:50:00,MISDEMEANOR,MANHATTAN,"984,607","199,399",40.71398915,-73.99871367
6/1/2017,23:00:00,MISDEMEANOR,MANHATTAN,"998,321","225,939",40.78682356,-73.94918888
6/1/2017,23:00:00,FELONY,MANHATTAN,"982,011","206,236",40.73275478,-74.00808027
6/1/2017,23:00:00,MISDEMEANOR,MANHATTAN,"986,128","213,441",40.7525308,-73.99322319
6/1/2017,23:00:00,MISDEMEANOR,MANHATTAN,"1,000,150","231,908",40.80320375,-73.94256994
6/1/2017,23:00:00,FELONY,MANHATTAN,"998,321","225,939",40.78682356,-73.94918888
6/1/2017,23:15:00,MISDEMEANOR,MANHATTAN,"986,160","216,285",40.76033685,-73.99310689
6/1/2017,23:15:00,MISDEMEANOR,MANHATTAN,"988,554","216,447",40.76078066,-73.98446511
6/1/2017,23:25:00,MISDEMEANOR,MANHATTAN,"998,638","231,227",40.80133718,-73.94803281
6/1/2017,23:25:00,MISDEMEANOR,MANHATTAN,"998,638","231,227",40.80133718,-73.94803281
6/1/2017,23:25:00,MISDEMEANOR,MANHATTAN,"998,638","231,227",40.80133718,-73.94803281
6/1/2017,23:25:00,MISDEMEANOR,MANHATTAN,"998,638","231,227",40.80133718,-73.94803281
6/1/2017,23:25:00,MISDEMEANOR,MANHATTAN,"990,184","224,475",40.78281448,-73.97857414
6/1/2017,23:28:00,FELONY,MANHATTAN,"991,970","215,005",40.75682041,-73.97213588
6/1/2017,23:30:00,FELONY,MANHATTAN,"1,004,997","253,144",40.8614804,-73.9249967
6/1/2017,23:50:00,MISDEMEANOR,MANHATTAN,"999,061","229,912",40.79772717,-73.94650786
6/1/2017,23:52:00,MISDEMEANOR,MANHATTAN,"990,284","214,597",40.75570187,-73.97822192
6/1/2017,23:55:00,FELONY,MANHATTAN,"1,001,900","238,191",40.82044551,-73.93623235
